accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
2017-03-17 11:48:41.371,3626,HTTP,167.114.201.109,92,Android App,59,Male,CA,Premium,English,40.66,No,0,Cash
2017-03-17 11:45:40.750,2221,HTTP,167.114.201.109,2179,Android App,56,Male,IT,Premium,English,900.24,No,0,Debit Card
2017-03-17 11:45:40.750,2058,HTTP,167.114.219.241,3185,Android App,39,Male,RU,Premium,English,162.64,No,0,Cash
2017-03-17 11:45:44.299,2331,HTTP,167.114.219.241,3185,Android App,61,Male,SE,Premium,English,60.6,No,0,Others
2017-03-17 11:45:44.299,3003,HTTP,167.114.222.205,2267,Android App,41,Male,GB,Premium,English,600.16,No,0,Credit Card
2017-03-17 11:45:49.467,1928,HTTP,167.114.222.205,2179,Android App,59,Male,IT,Premium,English,0,Yes,450.12,Cash
2017-03-17 11:45:49.467,3362,HTTP,167.114.222.205,3185,Android App,21,Male,US,Premium,English,1500.4,No,0,Credit Card
2017-03-17 11:49:00.539,3453,HTTP,167.114.222.205,56,Android App,64,Male,US,Premium,English,40.66,No,0,Cash
2017-03-17 11:49:00.539,2931,HTTP,167.114.65.242,40,Android App,58,Male,US,Premium,Russian,600.16,No,0,Cash
2017-03-17 11:45:53.160,4299,HTTP,167.115.115.4,3185,Android App,54,Female,IT,Premium,English,2100,No,0,Credit Card
2017-03-17 11:45:53.160,4789,HTTP,167.127.218.176,2163,Android App,64,Female,PL,Premium,English,900.24,No,0,Credit Card
2017-03-17 11:46:03.061,4755,ICMP ,167.154.168.82,46,Chrome,63,Female,IT,Premium,English,0,Yes,162.64,Credit Card
2017-03-17 11:46:03.061,3730,ICMP ,167.155.144.18,28,Mozilla Firefox,65,Female,PL,Premium,English,0,Yes,1140.304,Cash
2017-03-17 11:45:58.679,3838,HTTP,167.160.102.195,2267,Mozilla Firefox,62,Male,CA,Premium,English,5250,No,0,Cash
2017-03-17 11:45:58.679,2052,HTTP,167.160.102.205,3185,Mozilla Firefox,38,Male,CO,Premium,English,5.23,No,0,Credit Card
2017-03-17 11:46:02.851,2599,HTTP,167.160.102.252,3185,Mozilla Firefox,49,Male,PL,Premium,English,81.32,No,0,Credit Card
2017-03-17 11:46:02.851,2574,HTTP,167.160.120.25,2163,Mozilla Firefox,56,Male,JP,Premium,English,0,Yes,675.18,Cash
2017-03-17 11:46:07.906,4982,HTTP,167.160.122.352,2283,Mozilla Firefox,41,Female,CA,Premium,English,1500.4,No,0,Cash
2017-03-17 11:46:07.906,2195,HTTP,167.160.122.394,3185,Mozilla Firefox,42,Male,RU,Premium,English,5.23,No,0,Cash
2017-03-17 11:46:12.380,2916,HTTP,167.206.181.181,3185,Mozilla Firefox,20,Female,AT,Premium,English,10.46,No,0,Credit Card
2017-03-17 11:46:12.380,4171,HTTP,167.219.88.142,2163,Mozilla Firefox,20,Female,AU,Premium,English,10.46,No,0,Credit Card
2017-03-17 11:46:16.735,3460,HTTP,167.234.14.245,2179,Mozilla Firefox,60,Female,CA,Premium,English,1500.4,No,0,Credit Card
2017-03-17 11:46:16.735,1544,HTTP,167.83.130.23,3185,Android App,26,Female,CH,Premium,English,35.84,No,0,Cash
2017-03-17 11:46:21.275,2293,HTTP,167.91.2.229,3185,Chrome,50,Male,CN,Premium,English,600.16,No,0,Credit Card
2017-03-17 11:46:21.275,2539,HTTP,168.10.169.4,2267,Chrome,41,Male,PL,Premium,English,121.98,No,0,Credit Card
2017-03-17 11:46:26.431,2255,HTTP,168.10.184.100,2163,Chrome,38,Male,RU,Premium,English,40.66,No,0,Others
2017-03-17 11:46:26.431,4617,HTTP,168.10.184.100,3185,Chrome,65,Female,CN,Premium,English,15.69,No,0,Debit Card
2017-03-17 11:46:30.090,2164,HTTP,168.1.6.11,3185,Chrome,36,Female,RU,Premium,English,15.69,No,0,Cash
2017-03-17 11:46:30.090,2811,HTTP,168.1.79.118,2267,Chrome,36,Male,US,Premium,English,1500.4,No,0,Credit Card
2017-03-17 11:46:40.087,4721,HTTP,168.140.181.6,556,IOS App,21,Female,AT,Normal,English,81.32,No,0,Cash
2017-03-17 11:46:40.087,3144,HTTP,168.166.80.216,515,IOS App,57,Male,JP,Normal,English,600.16,No,0,Others
2017-03-17 11:46:40.087,3941,HTTP,168.167.189.241,702,IOS App,60,Female,CN,Normal,English,26.15,No,0,Cash
2017-03-17 11:46:40.087,1509,HTTP,168.168.33.252,586,IOS App,26,Female,CN,Normal,English,0,Yes,114.688,Credit Card
2017-03-17 11:46:40.101,4754,HTTP,168.169.223.87,561,IOS App,37,Female,CN,Normal,English,26.15,No,0,Cash
2017-03-17 11:46:40.101,4209,HTTP,168.181.120.72,589,IOS App,54,Female,US,Normal,English,2400.68,No,0,Credit Card
2017-03-17 11:46:40.577,4105,HTTP,168.187.210.252,561,IOS App,60,Female,PL,Normal,English,143.36,No,0,Credit Card
2017-03-17 11:46:40.577,3548,HTTP,168.195.0.30,589,Microsoft Edge,44,Female,US,Normal,Portuguese,1800.51,No,0,Cash
2017-03-17 11:46:40.577,4333,HTTP,168.215.129.77,702,Microsoft Edge,31,Male,IT,Normal,English,60.6,No,0,Cash
2017-03-17 11:46:40.577,1660,HTTP,168.235.1.6,586,Microsoft Edge,20,Female,IT,Normal,English,900.24,No,0,Debit Card
2017-03-17 11:46:40.578,4767,HTTP,168.235.196.131,556,Microsoft Edge,45,Female,US,Normal,English,5250,No,0,Cash
2017-03-17 11:46:40.578,4723,HTTP,168.235.196.131,515,Microsoft Edge,57,Male,CA,Normal,English,0,Yes,15.69,Cash
2017-03-17 11:46:41.816,1589,HTTP,168.235.196.137,1727,Microsoft Edge,36,Male,CN,Normal,English,81.32,No,0,Debit Card
2017-03-17 11:46:41.816,2514,HTTP,168.235.196.159,533,Safari,54,Male,US,Normal,Spanish,600.16,No,0,Others
2017-03-17 11:46:42.086,4710,HTTP,168.235.196.173,1727,Safari,45,Female,AU,Normal,English,600.17,No,0,Credit Card
2017-03-17 11:46:42.086,3376,HTTP,168.235.196.188,579,Safari,26,Male,AT,Normal,English,600.16,No,0,Debit Card
2017-03-17 11:46:35.442,2159,HTTP,168.235.196.190,2267,Safari,41,Male,CO,Premium,English,600.16,No,0,Cash
2017-03-17 11:46:35.442,3403,HTTP,168.235.196.204,3185,Others,31,Female,ZA,Premium,English,26.15,No,0,Credit Card
2017-03-17 11:49:48.482,4602,HTTP,168.235.196.228,46,Others,32,Male,US,Premium,English,107.52,No,0,Cash
2017-03-17 11:49:48.482,3577,HTTP,168.235.196.228,40,Others,20,Male,IT,Premium,English,0,Yes,56.924,Credit Card
2017-03-17 11:46:39.397,4481,HTTP,168.235.196.229,3185,Others,67,Female,ZA,Premium,Spanish,600.16,No,0,Cash
2017-03-17 11:46:39.397,2683,HTTP,168.235.196.25,2163,Others,60,Female,CH,Premium,Spanish,5250,No,0,Credit Card
2017-03-17 11:46:45.233,2228,HTTP,168.235.196.39,2267,Others,69,Female,IT,Premium,French,60.6,No,0,Others
2017-03-17 11:46:45.233,2772,HTTP,168.235.196.53,3185,Others,39,Male,JP,Premium,English,1500.4,No,0,Credit Card
2017-03-17 11:46:48.938,3780,HTTP,168.235.197.101,3185,Others,47,Female,PR,Premium,English,600.16,No,0,Cash
2017-03-17 11:46:48.938,4621,HTTP,168.235.197.104,2267,Others,28,Male,CA,Premium,English,71.68,No,0,Credit Card
2017-03-17 11:50:03.523,4472,HTTP,168.235.197.105,40,Others,54,Female,US,Premium,English,0,Yes,450.12,Debit Card
2017-03-17 11:50:03.523,4712,HTTP,168.235.197.108,46,Safari,35,Male,NO,Premium,English,162.64,No,0,Cash
2017-03-17 11:46:54.904,4590,HTTP,168.235.197.122,2163,Safari,55,Female,RU,Premium,English,121.98,No,0,Credit Card
2017-03-17 11:46:54.904,3643,HTTP,168.235.197.153,3185,Safari,41,Male,AR,Premium,English,30.3,No,0,Credit Card
2017-03-17 11:46:58.560,4630,HTTP,168.235.197.161,3185,Safari,34,Female,IN,Premium,English,45.45,No,0,Debit Card
2017-03-17 11:46:58.560,3995,HTTP,168.235.197.195,2267,Safari,62,Female,US,Premium,Spanish,35.19,No,0,Credit Card
2017-03-17 11:47:04.329,2276,HTTP,168.235.197.217,2283,Safari,25,Male,IT,Premium,English,35.84,No,0,Cash
2017-03-17 11:47:04.329,1690,HTTP,168.235.197.218,3185,IOS App,64,Male,IT,Premium,English,0,Yes,21.21,Others
2017-03-17 11:47:08.037,3326,HTTP,168.235.197.218,3185,Microsoft Edge,66,Male,IT,Premium,English,600.16,No,0,Credit Card
2017-03-17 11:47:08.037,1572,HTTP,168.235.197.219,2163,Microsoft Edge,65,Female,IT,Premium,English,10.46,No,0,Cash
2017-03-17 11:47:17.135,4733,HTTP,168.235.197.236,3185,Microsoft Edge,34,Male,US,Premium,English,58.65,No,0,Credit Card
2017-03-17 11:47:17.135,4323,HTTP,168.235.197.248,2267,IOS App,30,Female,CA,Premium,English,0,Yes,1425.38,Cash
2017-03-17 11:47:29.620,3612,UDP  ,168.235.197.251,76,IOS App,36,Female,IT,Premium,French,0,Yes,675.18,Cash
2017-03-17 11:47:29.620,2852,UDP  ,168.235.197.43,76,IOS App,43,Female,IT,Premium,English,10.46,No,0,Debit Card
2017-03-17 11:47:26.942,3080,HTTP,168.235.197.45,3185,IOS App,43,Male,PL,Premium,English,1500.4,No,0,Credit Card
2017-03-17 11:47:26.942,3772,HTTP,168.235.197.67,2163,IOS App,29,Male,JP,Premium,Spanish,179.2,No,0,Cash
2017-03-17 11:47:36.851,2796,HTTP,168.235.197.69,3185,Chrome,61,Male,IT,Premium,English,20.92,No,0,Cash
2017-03-17 11:47:36.851,4833,HTTP,168.235.197.77,2163,Chrome,24,Female,CN,Premium,English,0,Yes,2280.646,Credit Card
2017-03-17 11:47:46.597,2747,HTTP,168.235.197.89,3185,Chrome,40,Female,US,Premium,English,40.66,No,0,Others
2017-03-17 11:47:46.597,3218,HTTP,168.235.197.89,2267,Chrome,30,Male,US,Premium,English,0,Yes,25.088,Credit Card
2017-03-17 11:48:14.545,4165,HTTP,168.235.197.92,3185,Chrome,41,Female,US,Premium,Spanish,30.3,No,0,Credit Card
2017-03-17 11:48:14.545,2650,HTTP,168.235.206.67,2267,Chrome,59,Female,SE,Premium,English,1050,No,0,Debit Card
2017-03-17 11:48:24.360,3181,UDP  ,168.235.207.100,129,Chrome,36,Male,RU,Premium,English,0,Yes,43.9875,Credit Card
2017-03-17 11:48:24.360,2966,UDP  ,168.235.207.137,68,Chrome,68,Female,CN,Premium,English,162.64,No,0,Credit Card
2017-03-17 11:48:24.360,4374,UDP  ,168.235.207.139,250,Chrome,22,Female,NO,Premium,English,45.45,No,0,Credit Card
2017-03-17 11:48:24.360,3661,UDP  ,168.235.207.154,68,Chrome,66,Male,IN,Premium,English,0,Yes,24.633,Credit Card
2017-03-17 11:48:24.361,2681,HTTP,168.235.207.158,5455,Others,20,Female,IT,Premium,English,5250,No,0,Cash
2017-03-17 11:48:24.361,3306,HTTP,168.235.207.181,1710,Others,56,Male,IT,Premium,English,5.23,No,0,Cash
2017-03-17 11:48:24.318,2815,HTTP,168.235.207.203,3185,Others,45,Male,PL,Premium,English,35.19,No,0,Cash
2017-03-17 11:48:24.318,3679,HTTP,168.235.207.225,2163,Others,19,Female,JP,Premium,English,75.75,No,0,Credit Card
2017-03-17 11:48:41.605,3369,ICMP ,168.235.207.22,68,Others,44,Female,CH,Premium,English,58.65,No,0,Cash
2017-03-17 11:48:34.052,4090,HTTP,168.235.207.235,3185,Others,30,Female,US,Premium,English,0,Yes,1620.459,Cash
2017-03-17 11:48:34.052,2265,HTTP,168.235.207.235,2267,Mozilla Firefox,47,Female,IT,Premium,Thai,107.52,No,0,Credit Card
2017-03-17 11:48:43.804,3477,HTTP,168.235.207.242,3185,Mozilla Firefox,68,Male,US,Premium,English,2100,No,0,Others
2017-03-17 11:48:43.804,1600,HTTP,168.235.207.243,2267,Mozilla Firefox,57,Female,IN,Premium,English,107.52,No,0,Credit Card
2017-03-17 11:51:57.129,4654,HTTP,168.235.207.244,46,Mozilla Firefox,65,Male,IT,Premium,English,10.46,No,0,Debit Card
2017-03-17 11:51:57.129,1849,HTTP,168.235.207.27,40,Mozilla Firefox,65,Female,SE,Premium,English,143.36,No,0,Others
2017-03-17 11:48:52.843,2228,HTTP,168.235.207.35,3185,Mozilla Firefox,23,Female,JP,Premium,English,900.24,No,0,Debit Card
2017-03-17 11:48:52.843,3521,HTTP,168.235.207.80,2267,Android App,43,Female,IN,Premium,English,900.24,No,0,Cash
2017-03-17 11:49:01.911,4682,HTTP,168.235.207.84,3185,Android App,37,Female,US,Premium,English,0,Yes,675.18,Others
2017-03-17 11:49:01.911,4519,HTTP,168.235.207.89,2267,Android App,62,Female,RU,Premium,English,121.98,No,0,Credit Card
2017-03-17 11:49:10.965,2491,HTTP,168.235.93.192,3185,Android App,21,Female,CA,Premium,English,0,Yes,1425.38,Cash
2017-03-17 11:49:10.965,2722,HTTP,168.240.9.6,2267,Android App,33,Female,IT,Premium,English,900.24,No,0,Debit Card
2017-03-17 11:49:40.087,3656,HTTP,168.253.242.952,702,Android App,53,Male,US,Normal,English,600.16,No,0,Others
2017-03-17 11:49:40.087,1910,HTTP,168.253.242.1185,586,Android App,37,Female,PR,Normal,Spanish,900.24,No,0,Cash
2017-03-17 11:49:40.088,4585,HTTP,168.39.0.196,556,Android App,66,Female,IT,Normal,Spanish,179.2,No,0,Credit Card
2017-03-17 11:49:40.088,1556,HTTP,168.62.205.254,515,Android App,20,Female,CA,Normal,Spanish,600.16,No,0,Cash
2017-03-17 11:49:40.575,2645,HTTP,168.62.205.254,702,Android App,23,Female,IT,Normal,Spanish,40.66,No,0,Cash
2017-03-17 11:49:40.575,2854,HTTP,168.71.235.24,586,Android App,60,Male,RU,Normal,Spanish,20.92,No,0,Others
2017-03-17 11:49:40.576,4946,HTTP,168.8.200.4,556,Android App,62,Female,SE,Normal,Spanish,162.64,No,0,Others
2017-03-17 11:49:40.576,2255,HTTP,168.88.224.105,515,Android App,26,Female,GB,Normal,Spanish,20.92,No,0,Credit Card
2017-03-17 11:49:42.049,3669,HTTP,168.9.25.30,639,Android App,49,Male,IT,Normal,Spanish,107.52,No,0,Cash
2017-03-17 11:49:42.049,3465,HTTP,169.0.190.210,614,Android App,61,Male,US,Normal,Spanish,0,Yes,1425.38,Debit Card
2017-03-17 11:49:42.125,4886,HTTP,169.1.192.223,639,Android App,57,Female,US,Normal,Spanish,26.15,No,0,Cash
2017-03-17 11:49:42.125,4144,HTTP,169.1.75.159,614,Android App,41,Female,US,Normal,Spanish,1500.4,No,0,Cash
2017-03-17 11:49:59.750,2252,HTTP,169.1.85.185,30881,Android App,53,Female,IT,Normal,Spanish,2100,No,0,Debit Card
2017-03-17 11:49:59.750,3515,HTTP,169.145.197.13,9155,Android App,29,Male,PL,Normal,Spanish,900.24,No,0,Cash
2017-03-17 11:51:40.103,4451,HTTP,169.149.200.20,561,Android App,31,Male,IT,Normal,Spanish,3000.85,No,0,Credit Card
2017-03-17 11:51:40.103,4302,HTTP,169.159.106.16,589,Android App,32,Female,PL,Normal,Spanish,20.92,No,0,Cash
2017-03-17 11:51:40.181,1517,HTTP,169.159.200.4,1727,Android App,21,Female,CA,Normal,Spanish,0,Yes,10.983,Cash
2017-03-17 11:51:40.181,1797,HTTP,169.159.64.9,579,Chrome,55,Female,CO,Normal,English,1500.4,No,0,Others
2017-03-17 11:51:40.576,1774,HTTP,169.159.98.57,561,Mozilla Firefox,20,Male,PL,Normal,English,900.24,No,0,Others
2017-03-17 11:51:40.576,3481,HTTP,169.237.26.233,589,Mozilla Firefox,34,Female,JP,Normal,English,0,Yes,3.661,Cash
2017-03-17 11:51:40.709,2415,HTTP,169.253.194.3,1727,Mozilla Firefox,64,Male,CA,Normal,English,40.66,No,0,Others
2017-03-17 11:51:40.709,4406,HTTP,169.255.184.162,579,Mozilla Firefox,68,Male,RU,Normal,Spanish,5.23,No,0,Debit Card
2017-03-17 11:52:01.707,2425,UDP  ,169.255.184.220,76,Mozilla Firefox,57,Female,AT,Premium,English,143.36,No,0,Cash
2017-03-17 11:52:01.707,1974,ICMP ,169.255.184.233,104,Mozilla Firefox,19,Male,AU,Premium,English,40.66,No,0,Cash
2017-03-17 11:52:40.089,4083,HTTP,169.255.184.247,702,Mozilla Firefox,34,Female,CA,Normal,English,600.16,No,0,Credit Card
2017-03-17 11:52:40.089,3718,HTTP,169.255.184.252,586,Mozilla Firefox,19,Female,CH,Normal,English,71.68,No,0,Cash
2017-03-17 11:52:40.089,2936,HTTP,169.255.185.16,556,Mozilla Firefox,63,Female,CN,Normal,Spanish,121.98,No,0,Credit Card
2017-03-17 11:52:40.089,2162,HTTP,169.255.185.175,515,Mozilla Firefox,48,Male,PL,Normal,English,1500.4,No,0,Cash
2017-03-17 11:52:40.575,3779,HTTP,169.255.185.242,556,Android App,65,Male,RU,Normal,English,5.23,No,0,Credit Card
2017-03-17 11:52:40.575,1968,HTTP,169.255.187.148,469,Chrome,26,Male,CN,Normal,English,0,Yes,130.112,Cash
2017-03-17 11:52:40.576,4730,HTTP,169.50.116.256,702,Chrome,50,Male,RU,Normal,English,900.24,No,0,Cash
2017-03-17 11:52:40.576,3712,HTTP,169.54.5.103,586,Chrome,61,Female,US,Normal,English,0,Yes,225.06,Cash
2017-03-17 11:56:02.033,2437,HTTP,170.134.55.3,40,Chrome,25,Female,AT,Premium,English,40.66,No,0,Cash
2017-03-17 11:56:02.033,3562,HTTP,170.135.176.108,46,Chrome,27,Female,JP,Premium,English,20.92,No,0,Cash
2017-03-17 11:52:55.144,3750,HTTP,170.135.176.108,9145,Chrome,64,Female,CN,Normal,English,0,Yes,143.36,Debit Card
2017-03-17 11:52:55.144,4624,HTTP,170.135.241.47,6843,IOS App,22,Female,CN,Normal,English,0,Yes,450.12,Cash
2017-03-17 11:56:32.969,1732,HTTP,170.138.104.252,40,IOS App,52,Female,CN,Premium,English,121.98,No,0,Debit Card
2017-03-17 11:56:32.969,3012,HTTP,170.140.102.115,92,IOS App,54,Female,US,Premium,English,900.24,No,0,Others
2017-03-17 11:56:36.665,4860,HTTP,170.146.221.75,40,IOS App,32,Male,PL,Premium,English,0,Yes,91.485,Debit Card
2017-03-17 11:56:36.665,3275,HTTP,170.148.215.159,46,IOS App,35,Female,US,Premium,English,0,Yes,56.924,Debit Card
2017-03-17 11:53:54.913,3809,UDP  ,170.161.62.133,441,IOS App,68,Female,IT,Premium,English,600.16,No,0,Debit Card
2017-03-17 11:53:54.913,4059,ICMP ,170.202.22.3,469,IOS App,47,Female,IT,Premium,English,0,Yes,1425.38,Others
2017-03-17 11:57:48.945,2789,HTTP,170.223.207.23,40,Microsoft Edge,--,Unknown,US,Not Logged In,English,0,No,0,Cash
2017-03-17 11:57:48.945,3319,HTTP,170.248.173.249,46,Microsoft Edge,--,Unknown,CA,Not Logged In,English,0,No,0,Cash
2017-03-17 11:58:33.455,3158,HTTP,170.250.0.26,46,Microsoft Edge,32,Male,CN,Premium,English,179.2,No,0,Debit Card
2017-03-17 11:58:33.455,3454,HTTP,170.252.127.35,40,Microsoft Edge,51,Female,US,Premium,English,0,Yes,1425.38,Credit Card
2017-03-17 11:58:35.692,3455,HTTP,170.29.64.6,46,Microsoft Edge,51,Male,AU,Premium,English,60.6,No,0,Debit Card
2017-03-17 11:58:35.692,4195,HTTP,170.72.39.54,40,Microsoft Edge,32,Male,AT,Premium,English,15.69,No,0,Credit Card
2017-03-17 11:55:40.091,3705,HTTP,170.75.32.7,556,Safari,23,Male,CO,Normal,English,0,Yes,162.64,Credit Card
2017-03-17 11:55:40.091,2020,HTTP,170.97.167.71,515,Safari,25,Female,ZA,Normal,English,1500.4,No,0,Cash
2017-03-17 11:55:40.091,3307,HTTP,171.100.24.216,702,Safari,19,Male,US,Normal,English,121.98,No,0,Credit Card
2017-03-17 11:55:40.091,2117,HTTP,171.101.158.87,586,Safari,27,Male,IT,Normal,Thai,35.84,No,0,Credit Card
2017-03-17 11:55:40.577,3363,HTTP,171.116.57.178,702,Others,55,Female,ZA,Normal,English,1800.51,No,0,Cash
2017-03-17 11:55:40.577,4126,HTTP,171.159.64.12,586,Others,50,Male,CH,Normal,English,203.3,No,0,Cash
2017-03-17 11:55:40.578,4008,HTTP,171.161.160.12,556,Others,31,Male,IT,Normal,English,2400.68,No,0,Credit Card
2017-03-17 11:55:40.578,2014,HTTP,171.232.148.29,515,Others,45,Male,JP,Normal,English,3000.85,No,0,Cash
2017-03-17 11:55:41.747,2473,HTTP,171.233.140.133,639,Others,19,Male,PR,Normal,English,0,Yes,450.12,Debit Card
2017-03-17 11:55:41.747,3942,HTTP,171.233.140.133,614,Others,52,Male,CA,Normal,English,26.15,No,0,Cash
2017-03-17 11:55:41.923,3815,HTTP,171.233.140.133,639,Others,24,Female,US,Normal,English,0,Yes,675.18,Cash
2017-03-17 11:55:41.923,1635,HTTP,171.233.162.241,614,Others,32,Female,NO,Normal,English,143.36,No,0,Cash
2017-03-17 11:59:26.361,2411,HTTP,171.233.72.129,46,Others,46,Female,RU,Premium,English,0,Yes,450.12,Cash
2017-03-17 11:59:26.361,3135,HTTP,171.233.8.63,40,Others,32,Female,AR,Premium,English,0,Yes,1425.38,Debit Card
2017-03-17 11:54:13.433,4721,HTTP,171.244.8.112,12201,Safari,29,Male,IN,Normal,English,203.3,No,0,Others
2017-03-17 11:54:13.433,2850,HTTP,171.246.128.68,8867,Safari,32,Female,US,Normal,English,11.73,No,0,Credit Card
2017-03-17 11:56:40.101,4806,HTTP,171.247.110.195,561,Safari,63,Male,IT,Normal,English,20.92,No,0,Credit Card
2017-03-17 11:56:40.101,3854,HTTP,171.250.117.95,589,Safari,20,Male,IT,Normal,English,23.46,No,0,Debit Card
2017-03-17 11:56:40.182,3275,HTTP,171.250.177.230,1727,Safari,54,Female,IT,Normal,English,5.23,No,0,Credit Card
2017-03-17 11:56:40.182,4296,HTTP,171.252.101.18,579,Safari,43,Female,IT,Normal,English,20.92,No,0,Cash
2017-03-17 11:56:40.577,4770,HTTP,171.253.24.223,561,IOS App,56,Male,US,Normal,English,179.2,No,0,Cash
2017-03-17 11:56:40.577,4797,HTTP,171.255.12.118,589,Microsoft Edge,36,Female,CA,Normal,English,0,Yes,675.18,Debit Card
2017-03-17 11:56:40.702,2020,HTTP,171.35.21.90,1727,Microsoft Edge,55,Male,IT,Normal,English,46.92,No,0,Debit Card
2017-03-17 11:56:40.702,4660,HTTP,171.4.248.206,579,Microsoft Edge,33,Male,IT,Normal,Thai,107.52,No,0,Cash
2017-03-17 11:01:18.967,1693,HTTP,171.4.249.176,288,IOS App,37,Female,PL,Premium,English,121.98,No,0,Debit Card
2017-03-17 11:01:18.967,3518,HTTP,171.4.251.89,48,IOS App,69,Female,JP,Premium,English,2400.68,No,0,Others
2017-03-17 11:57:00.326,1988,UDP  ,171.48.110.30,122,IOS App,55,Female,AT,Premium,English,600.16,No,0,Cash
2017-03-17 11:57:00.326,3285,ICMP ,171.48.11.185,150,IOS App,55,Female,JP,Premium,English,15.69,No,0,Cash
2017-03-17 12:00:07.726,4057,HTTP,171.48.71.170,40,IOS App,38,Female,CN,Premium,English,107.52,No,0,Cash
2017-03-17 12:00:07.726,3578,HTTP,171.48.74.41,46,Chrome,57,Female,CN,Premium,English,40.66,No,0,Cash
2017-03-17 12:00:14.480,4119,HTTP,171.49.159.19,40,Chrome,45,Female,CN,Premium,English,75.75,No,0,Cash
2017-03-17 12:00:14.480,3303,HTTP,171.49.195.246,92,Chrome,45,Male,US,Premium,English,107.52,No,0,Debit Card
2017-03-17 12:00:25.338,2658,HTTP,171.50.181.30,46,Chrome,69,Male,PL,Premium,English,3000.85,No,0,Cash
2017-03-17 12:00:25.338,2521,HTTP,171.50.211.124,40,Chrome,27,Male,US,Premium,English,15.15,No,0,Others
2017-03-17 11:57:35.695,2419,HTTP,171.51.165.217,3185,Chrome,35,Female,IT,Premium,Spanish,3000.85,No,0,Credit Card
2017-03-17 11:57:35.695,2544,HTTP,171.60.222.176,2267,Chrome,43,Male,IT,Premium,English,900.24,No,0,Cash
2017-03-17 11:57:28.979,4838,HTTP,171.6.250.115,9417,Chrome,22,Female,US,Normal,English,203.3,No,0,Credit Card
2017-03-17 11:57:28.979,1818,HTTP,171.61.121.64,6627,Chrome,58,Female,CA,Normal,English,40.66,No,0,Cash
2017-03-17 11:57:43.973,4277,HTTP,171.61.146.65,3185,Chrome,59,Female,CN,Premium,English,121.98,No,0,Cash
2017-03-17 11:57:43.973,3944,HTTP,171.61.158.199,2163,Others,26,Male,US,Premium,English,35.84,No,0,Credit Card
2017-03-17 11:57:53.219,4553,HTTP,171.61.93.165,3185,Others,59,Male,AU,Premium,English,10.46,No,0,Credit Card
2017-03-17 11:57:53.219,4024,HTTP,171.7.129.168,2267,Others,37,Male,AT,Premium,English,2100,No,0,Credit Card
2017-03-17 11:58:01.945,4965,HTTP,171.7.248.78,3185,Others,69,Female,CO,Premium,English,203.3,No,0,Cash
2017-03-17 11:58:01.945,2427,HTTP,171.76.151.256,2163,Others,56,Female,ZA,Premium,English,1800.51,No,0,Cash
2017-03-17 11:58:10.525,2193,HTTP,171.79.123.139,3185,Others,62,Male,US,Premium,English,121.98,No,0,Credit Card
2017-03-17 11:58:10.525,4529,HTTP,171.96.170.98,2267,Mozilla Firefox,66,Female,IT,Premium,English,179.2,No,0,Credit Card
2017-03-17 11:58:19.845,1954,HTTP,171.96.171.125,3185,Mozilla Firefox,20,Male,ZA,Premium,English,1500.4,No,0,Cash
2017-03-17 11:58:19.845,3167,HTTP,171.97.157.41,2267,Mozilla Firefox,65,Female,CH,Premium,Thai,203.3,No,0,Cash
2017-03-17 11:58:29.014,3873,HTTP,171.97.250.247,3185,Mozilla Firefox,67,Female,IT,Premium,English,81.32,No,0,Cash
2017-03-17 11:58:29.014,4193,HTTP,171.97.75.67,2267,Mozilla Firefox,57,Male,JP,Premium,Thai,121.98,No,0,Credit Card
2017-03-17 12:01:39.304,4363,HTTP,171.97.9.215,46,Mozilla Firefox,43,Male,PR,Premium,English,10.46,No,0,Credit Card
2017-03-17 12:01:39.304,2829,HTTP,171.98.4.251,40,Android App,50,Male,CA,Premium,Thai,81.32,No,0,Credit Card
2017-03-17 11:58:40.089,3358,HTTP,171.98.57.134,702,Android App,39,Male,US,Normal,Thai,600.17,No,0,Cash
2017-03-17 11:58:40.089,3584,HTTP,171.99.225.145,586,Android App,22,Female,NO,Normal,Thai,179.2,No,0,Credit Card
2017-03-17 11:58:40.089,2214,HTTP,172.0.41.226,556,Android App,60,Male,RU,Normal,English,203.3,No,0,Credit Card
2017-03-17 11:58:40.089,1713,HTTP,172.10.237.201,515,Android App,57,Female,AR,Normal,English,26.15,No,0,Others
2017-03-17 11:58:40.577,1722,HTTP,172.1.34.24,702,Android App,55,Female,IN,Normal,English,143.36,No,0,Debit Card
2017-03-17 11:58:40.577,3152,HTTP,172.102.203.76,586,Android App,63,Male,US,Normal,English,179.2,No,0,Cash
2017-03-17 11:58:40.578,1848,HTTP,172.106.79.19,556,Android App,59,Female,IT,Normal,English,10.46,No,0,Credit Card
2017-03-17 11:58:40.578,1874,HTTP,172.106.79.19,515,Android App,19,Male,IT,Normal,English,0,Yes,162.64,Cash
2017-03-17 11:58:37.904,2580,HTTP,172.11.207.21,3185,Android App,29,Female,IT,Premium,English,900.24,No,0,Others
2017-03-17 11:58:37.904,3380,HTTP,172.11.88.144,2163,Android App,62,Female,IT,Premium,English,162.64,No,0,Cash
2017-03-17 11:58:47.364,2852,HTTP,172.112.189.104,3185,Android App,30,Female,US,Premium,English,40.66,No,0,Credit Card
